zip_code,lat,lon,vehicle_age,model_year,vehicles
90201,48.29458,17.26335,16,2009,16163.0
90210,25.41068,66.6622,16,2009,244.0
90211,34.06503,-118.38381,16,2009,14.0
90212,34.06204,-118.40074,16,2009,44.0
90220,33.88802,-118.23989,16,2009,6900.0
90221,33.89434,-118.20447,16,2009,8452.0
90222,33.91151,-118.23671,16,2009,3295.0
90230,33.99619,-118.39862,16,2009,2061.0
90232,34.01836,-118.39454,16,2009,418.0
90240,33.95708,-118.1185,16,2009,1795.0
90241,33.94109,-118.13008,16,2009,4156.0
90242,33.92106,-118.14188,16,2009,4618.0
90245,33.92405,-118.40369,16,2009,538.0
90247,33.89143,-118.29721,16,2009,6255.0
90248,33.87636,-118.28647,16,2009,807.0
90249,33.90001,-118.31882,16,2009,2556.0
90250,55.58755,21.39274,16,2009,14018.0
90254,33.86508,-118.39661,16,2009,263.0
90255,33.97576,-118.21721,16,2009,10927.0
90260,33.88789,-118.35127,16,2009,3916.0
90262,33.92404,-118.20111,16,2009,11045.0
90265,34.04962,-118.76662,16,2009,136.0
90266,33.89002,-118.4009,16,2009,1261.0
90270,33.98878,-118.18803,16,2009,2913.0
90272,55.81646,22.02477,16,2009,280.0
90274,33.78114,-118.37586,16,2009,1255.0
90275,33.76069,-118.36144,16,2009,3109.0
90277,33.8289,-118.383,16,2009,2192.0
90278,33.87057,-118.37241,16,2009,2581.0
90290,34.09863,-118.60689,16,2009,38.0
90291,33.99324,-118.46388,16,2009,573.0
90292,33.98,-118.45212,16,2009,400.0
90293,33.95762,-118.44103,16,2009,106.0
90301,48.21842,17.39756,16,2009,4154.0
90302,55.75877,21.853,16,2009,2050.0
90303,55.72694,21.91492,16,2009,2322.0
90304,55.69833,21.93508,16,2009,3069.0
90305,55.65174,21.87714,16,2009,307.0
90401,48.75149,17.5623,16,2009,29.0
90402,34.03575,-118.50301,16,2009,31.0
90403,34.03142,-118.48994,16,2009,554.0
90404,34.02718,-118.47429,16,2009,648.0
90405,34.01079,-118.47097,16,2009,1126.0
90501,48.67865,17.36307,16,2009,5181.0
90502,33.83082,-118.29333,16,2009,1400.0
90503,33.83967,-118.35501,16,2009,3871.0
90504,33.87021,-118.33004,16,2009,3597.0
90505,33.81052,-118.35058,16,2009,3032.0
90601,48.74627,17.34049,16,2009,2869.0
90602,48.67896,17.25096,16,2009,1803.0
90603,48.70533,17.28243,16,2009,1305.0
90604,48.74763,17.35298,16,2009,4277.0
90605,48.74057,17.41009,16,2009,5529.0
90606,48.79821,17.47241,16,2009,3576.0
90620,33.84288,-118.011,16,2009,6027.0
90621,48.72858,17.61499,16,2009,3320.0
90623,48.75787,17.62921,16,2009,624.0
90630,33.8168,-118.03909,16,2009,4995.0
90631,48.65861,17.40809,16,2009,9883.0
90638,48.45856,17.16707,16,2009,5068.0
90640,34.01484,-118.11366,16,2009,8907.0
90650,33.90599,-118.08327,16,2009,17353.0
90660,33.98809,-118.08921,16,2009,9655.0
90670,33.93795,-118.07087,16,2009,1169.0
90680,33.80096,-117.99643,16,2009,3830.0
90701,48.75398,17.56834,16,2009,828.0
90703,48.74868,17.52828,16,2009,6398.0
90704,33.35748,-118.36033,16,2009,64.0
90706,33.88886,-118.1275,16,2009,11381.0
90710,33.79814,-118.30043,16,2009,2452.0
90712,33.85099,-118.14661,16,2009,2601.0
90713,33.84788,-118.11275,16,2009,2409.0
90715,33.84026,-118.07805,16,2009,1374.0
90716,48.76764,17.56592,16,2009,967.0
90717,33.79394,-118.31705,16,2009,1691.0
90720,33.79499,-118.07104,16,2009,1114.0
90723,33.89758,-118.16325,16,2009,7530.0
90732,33.73849,-118.31151,16,2009,1001.0
90740,33.76185,-118.08224,16,2009,1601.0
90744,33.78531,-118.2614,16,2009,9362.0
90745,33.82315,-118.26858,16,2009,9128.0
90746,33.85983,-118.25655,16,2009,2124.0
90749,63.81082,20.32228,16,2009,92.0
90755,33.80075,-118.16682,16,2009,161.0
90802,33.76845,-118.18682,16,2009,1375.0
90803,33.76153,-118.13102,16,2009,1231.0
90804,33.78216,-118.15211,16,2009,2699.0
90805,33.86448,-118.17877,16,2009,14646.0
90806,33.80186,-118.19071,16,2009,4535.0
90807,33.83148,-118.18099,16,2009,2403.0
90808,33.82325,-118.11112,16,2009,3612.0
90810,33.81563,-118.21625,16,2009,4494.0
90813,33.78216,-118.18927,16,2009,6017.0
90814,33.77127,-118.14554,16,2009,404.0
90815,33.79511,-118.1182,16,2009,3004.0
91001,1.27961,103.81779,16,2009,3126.0
91006,30.51289,47.82705,16,2009,2598.0
91007,34.12684,-118.05058,16,2009,2044.0
91010,-3.78936,-70.35249,16,2009,2682.0
91011,34.21276,-118.19406,16,2009,393.0
91016,1.27757,103.82115,16,2009,3936.0
91020,34.21076,-118.2305,16,2009,38.0
91024,34.16612,-118.05126,16,2009,164.0
91030,34.11011,-118.15694,16,2009,1080.0
91040,34.2605,-118.32721,16,2009,1199.0
91042,34.25507,-118.28608,16,2009,1980.0
91101,48.89178,18.04984,16,2009,457.0
91103,34.16775,-118.16122,16,2009,2034.0
91104,48.86433,18.02415,16,2009,2863.0
91105,48.90044,18.01767,16,2009,77.0
91106,48.89756,17.99908,16,2009,907.0
91107,48.88488,18.0361,16,2009,2219.0
91108,48.8746,18.04633,16,2009,261.0
91201,55.69985,21.1385,16,2009,757.0
91202,55.70062,21.13903,16,2009,666.0
91203,55.70122,21.13997,16,2009,210.0
91204,55.69928,21.14135,16,2009,325.0
91205,55.69818,21.1404,16,2009,1687.0
91206,55.6983,21.13977,16,2009,1424.0
91207,55.69771,21.13864,16,2009,84.0
91208,55.69512,21.14111,16,2009,385.0
91214,55.69512,21.14588,16,2009,1820.0
91301,48.87217,17.83296,16,2009,674.0
91302,34.13836,-118.66129,16,2009,322.0
91303,48.9,17.95142,16,2009,2670.0
91304,48.87152,17.93715,16,2009,5253.0
91306,48.80224,17.88077,16,2009,6317.0
91307,48.83612,17.83771,16,2009,1127.0
91311,48.83939,17.98838,16,2009,3418.0
91316,34.16522,-118.5174,16,2009,868.0
91320,34.1776,-118.93962,16,2009,4393.0
91321,48.85027,18.02122,16,2009,3675.0
91324,48.76916,18.13882,16,2009,2053.0
91325,48.80451,18.19225,16,2009,2374.0
91326,48.82913,18.18275,16,2009,2122.0
91331,48.93106,18.06959,16,2009,22289.0
91335,34.20121,-118.53969,16,2009,11282.0
91340,34.28702,-118.43616,16,2009,5086.0
91342,22.56214,120.48682,16,2009,17560.0
91343,34.23924,-118.48156,16,2009,8146.0
91344,34.27945,-118.50195,16,2009,5225.0
91345,34.26229,-118.45958,16,2009,1684.0
91350,34.44072,-118.50425,16,2009,2960.0
91351,34.42579,-118.4742,16,2009,3444.0
91352,34.225,-118.37283,16,2009,7469.0
91354,34.45056,-118.55161,16,2009,1285.0
91355,34.40967,-118.56102,16,2009,1777.0
91356,34.16165,-118.54589,16,2009,955.0
91360,34.20931,-118.87515,16,2009,4915.0
91361,34.14126,-118.83116,16,2009,422.0
91362,34.19546,-118.83046,16,2009,2024.0
91364,34.15798,-118.60082,16,2009,741.0
91367,49.16888,18.49327,16,2009,1997.0
91377,34.17958,-118.76841,16,2009,131.0
91381,34.38932,-118.58669,16,2009,211.0
91384,34.47906,-118.63415,16,2009,1243.0
91387,34.41971,-118.42754,16,2009,3439.0
91390,34.49267,-118.43759,16,2009,801.0
91401,48.93372,18.12107,16,2009,2868.0
91402,34.22363,-118.44416,16,2009,10728.0
91403,34.14868,-118.4621,16,2009,454.0
91405,34.20018,-118.44725,16,2009,7069.0
91406,34.20071,-118.4931,16,2009,6487.0
91411,34.17862,-118.45827,16,2009,1348.0
91423,34.14941,-118.43256,16,2009,945.0
91436,34.14988,-118.49017,16,2009,129.0
91501,48.75785,17.83063,16,2009,616.0
91502,55.71265,21.13442,16,2009,233.0
91504,34.20272,-118.32962,16,2009,1115.0
91505,34.17128,-118.34532,16,2009,2044.0
91506,34.17198,-118.32451,16,2009,939.0
91601,48.78542,17.67492,16,2009,2413.0
91602,34.15148,-118.36762,16,2009,324.0
91604,34.14168,-118.39353,16,2009,535.0
91605,34.20852,-118.40251,16,2009,7649.0
91606,34.18642,-118.38872,16,2009,4402.0
91607,34.16659,-118.40008,16,2009,1032.0
91701,48.38259,17.58828,16,2009,3602.0
91702,48.36232,17.58419,16,2009,8719.0
91706,34.08508,-117.96976,16,2009,14250.0
91708,48.37259,17.56446,16,2009,80.0
91709,33.97177,-117.72426,16,2009,7668.0
91710,34.01073,-117.68509,16,2009,12045.0
91711,34.11461,-117.71868,16,2009,2095.0
91722,34.09723,-117.90676,16,2009,4190.0
91723,34.08504,-117.88702,16,2009,1186.0
91724,34.08771,-117.85785,16,2009,2095.0
91730,34.10815,-117.57696,16,2009,6438.0
91731,48.37618,17.57733,16,2009,3405.0
91732,34.0738,-118.01468,16,2009,9625.0
91733,34.05265,-118.04641,16,2009,6881.0
91737,34.14732,-117.57731,16,2009,1180.0
91739,34.13342,-117.52518,16,2009,2127.0
91740,34.11858,-117.85488,16,2009,1873.0
91741,34.14134,-117.85253,16,2009,1672.0
91744,34.03064,-117.93803,16,2009,15775.0
91745,33.9964,-117.96726,16,2009,6600.0
91746,34.04832,-117.98323,16,2009,4140.0
91748,33.98089,-117.89641,16,2009,5211.0
91750,34.12095,-117.76999,16,2009,2747.0
91752,33.99472,-117.53151,16,2009,4187.0
91754,48.36417,17.60274,16,2009,3410.0
91755,34.05217,-118.11679,16,2009,2487.0
91761,48.37134,17.58701,16,2009,9050.0
91762,34.05698,-117.66137,16,2009,10004.0
91763,34.0713,-117.69798,16,2009,5237.0
91764,34.07569,-117.61824,16,2009,7709.0
91765,34.00204,-117.81468,16,2009,4066.0
91766,34.04184,-117.75801,16,2009,12686.0
91767,34.08093,-117.73793,16,2009,7036.0
91768,34.06746,-117.77793,16,2009,3903.0
91770,34.06622,-118.08423,16,2009,10255.0
91773,34.10024,-117.81677,16,2009,2678.0
91775,48.36999,17.58812,16,2009,1694.0
91776,34.08964,-118.09513,16,2009,4159.0
91780,34.10132,-118.05496,16,2009,3809.0
91784,34.13561,-117.65853,16,2009,1555.0
91786,34.10503,-117.65817,16,2009,5700.0
91789,34.02068,-117.85921,16,2009,4329.0
91790,34.06705,-117.93781,16,2009,5484.0
91791,34.06232,-117.89743,16,2009,3015.0
91792,34.02175,-117.89854,16,2009,2662.0
91801,48.38399,17.5671,16,2009,5516.0
91802,34.09346,-118.1286,16,2009,14.0
91803,34.0739,-118.14651,16,2009,3045.0
91901,48.40709,17.4979,16,2009,805.0
91902,48.4398,17.42855,16,2009,1095.0
91905,48.52829,17.46416,16,2009,13.0
91906,48.53593,17.53193,16,2009,134.0
91910,48.54251,17.3982,16,2009,12358.0
91911,32.60995,-117.05121,16,2009,16122.0
91913,32.62887,-116.98794,16,2009,4092.0
91914,32.66213,-116.95938,16,2009,371.0
91915,32.63312,-116.95437,16,2009,1454.0
91916,32.89319,-116.60889,16,2009,12.0
91932,48.30237,17.6437,16,2009,1612.0
91935,48.34226,17.56848,16,2009,310.0
91941,32.75988,-117.00342,16,2009,2660.0
91942,48.27823,17.55922,16,2009,3680.0
91945,32.73222,-117.03431,16,2009,3049.0
91950,32.67502,-117.08771,16,2009,9835.0
91977,32.72429,-116.99714,16,2009,9528.0
91978,32.73117,-116.95693,16,2009,107.0
91980,32.58317,-116.62935,16,2009,280.0
92003,48.42752,17.77115,16,2009,34.0
92004,33.21793,-116.32602,16,2009,261.0
92007,33.02563,-117.27547,16,2009,262.0
92008,33.15398,-117.32702,16,2009,1764.0
92009,33.09409,-117.24569,16,2009,2727.0
92010,33.16247,-117.30001,16,2009,480.0
92011,55.72897,21.12539,16,2009,890.0
92014,32.95798,-117.25165,16,2009,226.0
92019,32.77866,-116.90941,16,2009,4144.0
92020,32.79489,-116.97243,16,2009,6561.0
92021,24.92253,67.08164,16,2009,9800.0
92024,-9.52987,-77.52641,16,2009,5211.0
92025,33.10355,-117.06487,16,2009,8275.0
92026,33.17784,-117.10634,16,2009,7257.0
92027,48.4232,17.81724,16,2009,9574.0
92028,33.36631,-117.21363,16,2009,8913.0
92029,33.09274,-117.11116,16,2009,1341.0
92036,33.03179,-116.54512,16,2009,88.0
92037,32.83891,-117.25754,16,2009,2241.0
92054,33.1977,-117.35808,16,2009,4071.0
92056,48.35565,17.79218,16,2009,6599.0
92057,33.24359,-117.29978,16,2009,6624.0
92058,33.22851,-117.35047,16,2009,2177.0
92059,33.37671,-117.07032,16,2009,11.0
92064,48.38953,17.87319,16,2009,5631.0
92067,33.01584,-117.19676,16,2009,84.0
92069,54.55537,23.35003,16,2009,6385.0
92071,32.84845,-116.98605,16,2009,6535.0
92075,32.99409,-117.26069,16,2009,166.0
92078,33.12138,-117.19223,16,2009,4070.0
92081,33.16852,-117.24281,16,2009,1808.0
92082,33.24844,-117.02148,16,2009,2646.0
92083,33.19792,-117.24885,16,2009,5705.0
92084,33.21268,-117.21906,16,2009,7966.0
92093,32.88184,-117.23612,16,2009,14.0
92100,55.72332,21.15885,16,2009,17.0
92101,48.59204,17.82307,16,2009,1950.0
92102,55.71905,21.15232,16,2009,5467.0
92103,-17.76594,177.42805,16,2009,1645.0
92104,32.74418,-117.12796,16,2009,3576.0
92105,55.71782,21.15284,16,2009,11273.0
92106,55.71653,21.14696,16,2009,631.0
92107,55.71433,21.14117,16,2009,1955.0
92108,55.71381,21.14173,16,2009,440.0
92109,55.71317,21.14208,16,2009,2618.0
92110,32.76616,-117.20073,16,2009,1479.0
92111,55.71046,21.13866,16,2009,6904.0
92112,55.71175,21.13701,16,2009,23.0
92113,55.7134,21.13765,16,2009,8756.0
92114,55.71204,21.13372,16,2009,13318.0
92115,32.76049,-117.07026,16,2009,5601.0
92116,32.76312,-117.12405,16,2009,1931.0
92117,55.71009,21.13044,16,2009,7240.0
92118,55.71093,21.129,16,2009,182.0
92120,55.70904,21.12586,16,2009,2061.0
92121,55.71325,21.12226,16,2009,61.0
92122,48.59335,17.82374,16,2009,1815.0
92123,55.71582,21.12356,16,2009,1823.0
92126,55.71298,21.12725,16,2009,10467.0
92127,55.71173,21.12789,16,2009,2336.0
92128,55.71257,21.1304,16,2009,3683.0
92129,48.58722,17.84203,16,2009,5183.0
92130,55.71489,21.12869,16,2009,3009.0
92139,55.71342,21.13661,16,2009,4179.0
92154,32.57432,-117.04815,16,2009,16401.0
92173,32.55723,-117.04973,16,2009,6464.0
92182,32.7744,-117.07292,16,2009,12.0
92201,48.62858,17.76998,16,2009,6926.0
92203,48.62005,17.72292,16,2009,1097.0
92210,48.59619,17.75209,16,2009,12.0
92211,48.65018,17.66862,16,2009,797.0
92220,55.7229,21.12982,16,2009,2801.0
92223,55.72053,21.12707,16,2009,5781.0
92225,55.71885,21.12806,16,2009,915.0
92227,55.71964,21.13245,16,2009,3574.0
92231,48.53613,17.84293,16,2009,8759.0
92232,55.71808,21.12888,16,2009,52.0
92233,55.71714,21.12883,16,2009,111.0
92234,55.71607,21.12763,16,2009,6947.0
92236,55.71773,21.12598,16,2009,5173.0
92240,55.71768,21.12113,16,2009,3954.0
92241,48.51753,17.80113,16,2009,163.0
92243,55.71724,21.12056,16,2009,9073.0
92249,55.72056,21.11719,16,2009,380.0
92250,55.71942,21.11912,16,2009,605.0
92251,55.71969,21.12198,16,2009,1980.0
92252,55.71906,21.12449,16,2009,47.0
92253,55.72017,21.1256,16,2009,1545.0
92254,55.72075,21.12367,16,2009,1213.0
92257,55.72081,21.1181,16,2009,14.0
92260,55.72334,21.12324,16,2009,1365.0
92262,55.72286,21.116,16,2009,844.0
92264,55.7215,21.11429,16,2009,349.0
92270,33.77228,-116.42132,16,2009,337.0
92274,55.7767,21.14278,16,2009,3333.0
92276,55.72872,21.09444,16,2009,292.0
92277,55.7348,21.0914,16,2009,427.0
92284,55.78016,21.14317,16,2009,1768.0
92301,55.73002,21.13139,16,2009,3040.0
92307,55.73138,21.13817,16,2009,4964.0
92308,55.73148,21.14096,16,2009,5190.0
92311,34.90757,-117.07664,16,2009,2362.0
92313,34.03192,-117.31347,16,2009,393.0
92314,55.737,21.14018,16,2009,343.0
92315,55.73466,21.14325,16,2009,207.0
92316,55.73494,21.13987,16,2009,4932.0
92320,55.7412,21.13888,16,2009,325.0
92324,55.74334,21.13299,16,2009,8198.0
92325,55.74544,21.13832,16,2009,261.0
92329,55.73869,21.1315,16,2009,24.0
92335,55.76423,21.13381,16,2009,20445.0
92336,55.77461,21.14991,16,2009,13883.0
92337,55.75983,21.20818,16,2009,3608.0
92344,55.76086,21.15252,16,2009,1494.0
92345,55.76332,21.1517,16,2009,17133.0
92346,55.75778,21.15871,16,2009,6584.0
92352,55.74471,21.15496,16,2009,27.0
92354,55.75245,21.15231,16,2009,1325.0
92356,55.75102,21.15127,16,2009,108.0
92359,55.76785,21.15806,16,2009,142.0
92363,34.7557,-114.58989,16,2009,15.0
92371,55.8698,21.11596,16,2009,802.0
92372,55.87046,21.1117,16,2009,47.0
92373,55.8642,21.09688,16,2009,1902.0
92374,34.06632,-117.16888,16,2009,3630.0
92376,55.7772,21.18728,16,2009,15025.0
92377,55.75938,21.18851,16,2009,1655.0
92382,55.8142,21.1061,16,2009,33.0
92392,34.48699,-117.37359,16,2009,7097.0
92394,34.53817,-117.3454,16,2009,2602.0
92395,34.49954,-117.29709,16,2009,4099.0
92397,34.36181,-117.63109,16,2009,46.0
92399,55.78231,21.33526,16,2009,7398.0
92404,55.7904,21.19859,16,2009,7780.0
92405,55.79027,21.19143,16,2009,3043.0
92407,55.76376,21.23994,16,2009,8172.0
92408,34.07817,-117.2739,16,2009,799.0
92410,34.10688,-117.29896,16,2009,7375.0
92411,34.12232,-117.31836,16,2009,3283.0
92415,34.1026,-117.27962,16,2009,84.0
92501,48.16843,17.73248,16,2009,1318.0
92503,48.12194,17.75139,16,2009,15020.0
92504,48.0825,17.69231,16,2009,8350.0
92505,48.10457,17.68756,16,2009,6584.0
92506,48.12659,17.65012,16,2009,4299.0
92507,48.13684,17.67401,16,2009,5434.0
92508,48.15136,17.65882,16,2009,2166.0
92509,48.17249,17.65781,16,2009,16299.0
92522,48.16392,17.57334,16,2009,17.0
92530,33.6683,-117.36057,16,2009,8497.0
92532,48.24238,17.6895,16,2009,1016.0
92539,33.53511,-116.66567,16,2009,35.0
92543,33.73699,-116.9747,16,2009,3871.0
92544,33.69907,-116.91696,16,2009,6601.0
92545,48.24842,17.61775,16,2009,3944.0
92548,33.75087,-117.11378,16,2009,276.0
92549,33.75122,-116.72338,16,2009,34.0
92551,48.28287,17.75753,16,2009,3018.0
92553,48.27723,17.82279,16,2009,10890.0
92555,48.31743,17.76099,16,2009,3774.0
92557,33.95769,-117.24894,16,2009,5649.0
92562,48.24964,17.78301,16,2009,5754.0
92563,48.26879,17.75093,16,2009,5996.0
92567,33.80376,-117.12224,16,2009,651.0
92570,33.79353,-117.2901,16,2009,11944.0
92571,48.14833,17.93055,16,2009,7655.0
92582,48.10475,17.84845,16,2009,1169.0
92583,48.0721,17.88469,16,2009,3018.0
92584,48.03289,17.94885,16,2009,5040.0
92585,48.02016,17.96565,16,2009,1839.0
92586,33.70692,-117.19776,16,2009,1785.0
92587,33.68393,-117.25758,16,2009,830.0
92590,33.49018,-117.2065,16,2009,35.0
92591,48.16775,17.84408,16,2009,2760.0
92592,48.18549,17.78638,16,2009,7045.0
92595,33.6145,-117.26117,16,2009,3736.0
92596,-17.7761,177.43331,16,2009,1794.0
92600,48.28656,17.73635,16,2009,28.0
92602,33.73073,-117.77223,16,2009,598.0
92603,33.63791,-117.8048,16,2009,265.0
92604,33.68866,-117.78799,16,2009,1492.0
92606,33.6989,-117.80516,16,2009,665.0
92610,33.68509,-117.66201,16,2009,77.0
92612,33.66062,-117.82233,16,2009,691.0
92613,-5.11376,120.24114,16,2009,21.0
92614,33.67854,-117.82337,16,2009,1011.0
92617,33.64015,-117.83881,16,2009,38.0
92618,33.66776,-117.743,16,2009,1569.0
92620,33.71132,-117.76267,16,2009,2966.0
92624,33.45986,-117.66456,16,2009,77.0
92625,33.60186,-117.87127,16,2009,70.0
92626,33.67865,-117.91184,16,2009,4560.0
92627,55.60619,21.45504,16,2009,8230.0
92629,33.47776,-117.70356,16,2009,1519.0
92630,33.64375,-117.68796,16,2009,7887.0
92637,33.60862,-117.72746,16,2009,1103.0
92646,33.66817,-117.96832,16,2009,6358.0
92647,33.72248,-118.00691,16,2009,7603.0
92648,33.67929,-118.00433,16,2009,3510.0
92649,33.72041,-118.04384,16,2009,2477.0
92651,33.53638,-117.77078,16,2009,971.0
92653,33.59306,-117.69952,16,2009,1984.0
92655,33.74477,-117.9846,16,2009,577.0
92656,33.58167,-117.73103,16,2009,2974.0
92657,33.59502,-117.82936,16,2009,64.0
92660,33.63212,-117.87622,16,2009,1223.0
92663,33.6206,-117.92552,16,2009,295.0
92667,33.5255,-117.71821,16,2009,11.0
92672,33.42763,-117.61173,16,2009,2734.0
92673,33.46531,-117.61976,16,2009,1242.0
92675,33.50426,-117.65851,16,2009,3849.0
92677,33.52857,-117.70337,16,2009,5310.0
92679,33.64761,-117.59685,16,2009,752.0
92683,33.75179,-117.9938,16,2009,16766.0
92688,33.63418,-117.60636,16,2009,2626.0
92691,33.61332,-117.66465,16,2009,4752.0
92692,33.61163,-117.64234,16,2009,3455.0
92694,33.55256,-117.64005,16,2009,327.0
92697,33.6556,-117.85483,16,2009,32.0
92701,48.15119,17.87415,16,2009,7409.0
92703,48.18713,17.92893,16,2009,12727.0
92704,-17.56162,-149.59502,16,2009,16458.0
92705,48.16585,17.89123,16,2009,4399.0
92706,33.76241,-117.88154,16,2009,4102.0
92707,33.71916,-117.8737,16,2009,10762.0
92708,33.70988,-117.95266,16,2009,7415.0
92780,33.73756,-117.81854,16,2009,6160.0
92782,33.73852,-117.78756,16,2009,976.0
92801,33.84413,-117.95227,16,2009,8980.0
92802,33.80761,-117.92531,16,2009,4963.0
92804,33.8198,-117.97622,16,2009,13317.0
92805,33.83341,-117.90708,16,2009,12252.0
92806,33.83837,-117.87458,16,2009,4614.0
92807,33.84983,-117.79033,16,2009,2534.0
92808,33.85699,-117.74251,16,2009,457.0
92821,33.92483,-117.89299,16,2009,2904.0
92823,33.91872,-117.83982,16,2009,12.0
92831,33.88033,-117.8951,16,2009,2247.0
92832,33.86788,-117.9298,16,2009,1825.0
92833,33.877,-117.96152,16,2009,5313.0
92835,33.90164,-117.9116,16,2009,930.0
92840,33.78581,-117.93239,16,2009,8848.0
92841,33.78756,-117.97563,16,2009,4888.0
92843,33.76401,-117.93246,16,2009,7960.0
92844,33.76841,-117.971,16,2009,2997.0
92845,22.46347,120.445,16,2009,828.0
92860,33.92459,-117.5528,16,2009,2711.0
92861,33.81793,-117.81012,16,2009,24.0
92863,33.8057,-117.83543,16,2009,208.0
92865,33.82729,-117.8481,16,2009,1426.0
92866,33.78699,-117.8436,16,2009,576.0
92867,33.81339,-117.82587,16,2009,4368.0
92868,33.78941,-117.87043,16,2009,1598.0
92869,33.79216,-117.79957,16,2009,3579.0
92870,33.88219,-117.85651,16,2009,5414.0
92878,33.88123,-117.57527,16,2009,799.0
92879,33.88932,-117.54657,16,2009,5442.0
92880,33.95966,-117.58418,16,2009,3825.0
92881,33.83773,-117.54651,16,2009,2068.0
92882,33.86274,-117.5946,16,2009,8676.0
92883,33.77185,-117.48381,16,2009,1451.0
92886,33.89034,-117.80422,16,2009,3507.0
92887,33.88156,-117.74135,16,2009,559.0
93001,48.01079,17.57757,16,2009,3957.0
93003,47.97121,17.57219,16,2009,6799.0
93004,47.90575,17.52521,16,2009,3048.0
93010,47.93471,17.71168,16,2009,5249.0
93012,47.99194,17.70026,16,2009,2939.0
93013,47.98991,17.75056,16,2009,1374.0
93015,34.3996,-118.91521,16,2009,2005.0
93021,48.04951,17.70584,16,2009,3628.0
93022,34.4021,-119.29837,16,2009,82.0
93023,34.46088,-119.2611,16,2009,1787.0
93030,47.99619,17.40928,16,2009,11590.0
93033,47.94893,17.45507,16,2009,20263.0
93035,48.02429,17.51493,16,2009,2362.0
93036,48.03862,17.49648,16,2009,6779.0
93041,48.0646,17.35597,16,2009,1484.0
93060,34.35673,-119.07579,16,2009,5859.0
93063,34.27949,-118.69851,16,2009,7344.0
93065,34.26408,-118.77056,16,2009,10788.0
93101,48.02628,17.31405,16,2009,3047.0
93103,55.53957,21.11743,16,2009,1622.0
93105,55.62433,21.13157,16,2009,1881.0
93108,34.43515,-119.63359,16,2009,107.0
93109,34.4038,-119.72105,16,2009,203.0
93110,34.44009,-119.76675,16,2009,900.0
93111,34.44387,-119.804,16,2009,1417.0
93117,34.44191,-119.88333,16,2009,4457.0
93202,55.68097,21.15905,16,2009,68.0
93203,35.16591,-118.85877,16,2009,2648.0
93204,55.67897,21.1531,16,2009,662.0
93210,55.95587,24.58461,16,2009,895.0
93212,55.68182,21.15114,16,2009,1189.0
93215,55.68286,21.15238,16,2009,7103.0
