zip_code,vehicles
90045,86226.0
92336,70970.0
94080,69059.0
92154,64872.0
92335,63976.0
90650,59464.0
94565,58283.0
91331,58095.0
91342,57985.0
92683,55790.0
91911,55362.0
92503,54491.0
91710,53779.0
92345,52234.0
95747,51936.0
92509,51201.0
95076,50689.0
91709,50145.0
92376,49165.0
90250,48676.0
